rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/n_updates,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/std,train/loss,train/entropy_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
171.5701904296875,311.3125,1819,1,16384,9,,,,,,,,,,,,,
165.18211364746094,307.21,1561,2,32768,20,10,684.5698897361756,0.2,0.0026995498,-0.0021796241751872005,0.0197509765625,0.0003,1.0230255126953125,310.93157958984375,-2.8688259832561016,0.0001710057258605957,,
164.84744262695312,307.17,1504,3,49152,32,20,515.6375930309296,0.2,0.0015230993,-0.0010966558358632029,0.006488037109375,0.0003,1.0342299938201904,97.5321273803711,-2.891833444684744,0.35362738370895386,,
190.90081787109375,319.15,1478,4,65536,44,30,257.67759265899656,0.2,0.0019058045,-0.001666906003083568,0.006787109375,0.0003,1.0414055585861206,108.92964172363281,-2.910072446614504,0.7566928863525391,,
,,,,80000,,40,145.9500451385975,0.2,0.0023087854,-0.0018534847382397856,0.015606689453125,0.0003,1.0526480674743652,44.20943832397461,-2.9272059068083762,0.887503445148468,286.05,184.53440856933594
200.4037322998047,320.96,1364,5,81920,60,,,,,,,,,,,,,
194.0295867919922,319.5,1372,6,98304,71,50,83.88017172515393,0.2,0.0025495356,-0.0014312644088931847,0.01331787109375,0.0003,1.0712926387786865,23.665441513061523,-2.9599519092589617,0.9457844495773315,,
209.05323791503906,328.6,1375,7,114688,83,60,39.8328159019351,0.2,0.0029826176,-0.0022236781536776108,0.0165771484375,0.0003,1.085982322692871,10.920503616333008,-2.9919025227427483,0.9756673574447632,,
223.79617309570312,334.78,1375,8,131072,95,70,27.75308990329504,0.2,0.0038400358,-0.0032129776525835043,0.0287353515625,0.0003,1.0993363857269287,8.461496353149414,-3.0143366221338512,0.9858566522598267,,
238.5648193359375,344.28,1377,9,147456,107,80,21.522027184069156,0.2,0.0051055443,-0.003923405984824058,0.037078857421875,0.0003,1.1151974201202393,15.310757637023926,-3.0397618494927885,0.9909343123435974,,
,,,,160000,,90,13.023829140514135,0.2,0.004627943,-0.0033701170745189303,0.031951904296875,0.0003,1.124701976776123,4.665792942047119,-3.0627578042447565,0.9940210580825806,338.85,288.4206848144531
235.4350128173828,335.09,1327,10,163840,123,,,,,,,,,,,,,
244.52183532714844,330.91,1330,11,180224,135,100,17.739766868948937,0.2,0.0044093267,-0.004105579408496851,0.02908935546875,0.0003,1.1248183250427246,7.5284857749938965,-3.0716793153434994,0.9947630763053894,,
254.09617614746094,335.79,1335,12,196608,147,110,31.475341574847697,0.2,0.003878516,-0.004020256811054423,0.028656005859375,0.0003,1.1295684576034546,13.141599655151367,-3.074840993434191,0.9926034808158875,,
256.0772705078125,337.86,1341,13,212992,158,120,24.675451142340897,0.2,0.0042900112,-0.004469276608142536,0.03126220703125,0.0003,1.1282804012298584,10.475555419921875,-3.077681202813983,0.9946929216384888,,
281.70489501953125,349.46,1344,14,229376,170,130,23.24255656003952,0.2,0.0062343744,-0.004004237742628902,0.05194091796875,0.0003,1.1201494932174683,11.524567604064941,-3.0670178972184656,0.9946390390396118,,
,,,,240000,,140,37.57204993069172,0.2,0.0028622267,-0.002868488841340877,0.01412353515625,0.0003,1.1135568618774414,20.800764083862305,-3.0576651472598315,0.9906426668167114,371.6,397.80706787109375
283.77313232421875,346.66,1312,15,245760,187,,,,,,,,,,,,,
292.4931945800781,335.93,1311,16,262144,199,150,30.061882044374943,0.2,0.002633071,-0.003013093542540446,0.0156982421875,0.0003,1.121213674545288,12.821884155273438,-3.0578967303037645,0.9931932091712952,,
314.4118957519531,339.3,1314,17,278528,211,160,40.65275999605656,0.2,0.0020968,-0.003010353780700825,0.01575927734375,0.0003,1.1167213916778564,12.812891006469727,-3.0601234193891287,0.9868532419204712,,
329.1737976074219,349.3,1315,18,294912,224,170,28.667137087136506,0.2,0.0045128055,-0.0023274301642231877,0.025823974609375,0.0003,1.1144815683364868,16.70879364013672,-3.0537567604333162,0.9906190037727356,,
330.13824462890625,343.89,1318,19,311296,236,180,101.95990780442953,0.2,0.002937233,-0.002612241626047762,0.01778564453125,0.0003,1.1061862707138062,11.539298057556152,-3.0430054564028977,0.9709855914115906,,
,,,,320000,,190,26.094654937833546,0.2,0.0019529002,-0.0025098075449932365,0.01956787109375,0.0003,1.1045496463775635,10.797280311584473,-3.0337157186120747,0.9904019832611084,332.45,445.6122131347656
347.54168701171875,343.72,1298,20,327680,252,,,,,,,,,,,,,
352.8238220214844,340.36,1301,21,344064,264,200,168.97126509100198,0.2,0.003538608,-0.0013611979156848975,0.02938232421875,0.0003,1.1104286909103394,176.9819793701172,-3.041658875346184,0.9428629875183105,,
327.81182861328125,329.55,1305,22,360448,276,210,95.36340558230877,0.2,0.0022283937,-0.0024618896313768346,0.02099609375,0.0003,1.109750747680664,11.09694766998291,-3.045705093815923,0.9656323790550232,,
336.6806945800781,329.08,1309,23,376832,287,220,23.07512546852231,0.2,0.0049302652,-0.0036038676251337167,0.04146728515625,0.0003,1.1023956537246704,14.91161060333252,-3.036971931532025,0.9903398156166077,,
363.3558349609375,342.24,1313,24,393216,299,230,89.97528057470917,0.2,0.0056461548,-0.0021658023844793204,0.03775634765625,0.0003,1.1026184558868408,91.2658920288086,-3.032646454870701,0.9662278294563293,,
,,,,400000,,240,87.63230189681053,0.2,0.004845459,-0.0025692696079204326,0.05443115234375,0.0003,1.1063947677612305,9.714637756347656,-3.03293242380023,0.9680486917495728,339.0,555.906005859375
368.97686767578125,348.28,1297,25,409600,315,,,,,,,,,,,,,
379.9114074707031,351.89,1302,26,425984,327,250,17.146556186676026,0.2,0.0041650836,-0.0019454820430837572,0.031671142578125,0.0003,1.0896658897399902,6.531408309936523,-3.0182568218559025,0.9923897981643677,,
391.5233154296875,355.05,1306,27,442368,338,260,133.23362050503493,0.2,0.004070917,-0.0019391742782318034,0.02916259765625,0.0003,1.0785868167877197,117.60185241699219,-2.9954665668308733,0.943443775177002,,
385.2437438964844,346.82,1309,28,458752,350,270,77.76869279071688,0.2,0.0058449665,-0.0038786835932114625,0.05179443359375,0.0003,1.0718666315078735,9.099345207214355,-2.9780071027576924,0.9678228497505188,,
410.1645812988281,349.02,1311,29,475136,362,280,134.74436043202877,0.2,0.005148761,-0.0011456670366897016,0.04951171875,0.0003,1.0747356414794922,6.3218231201171875,-2.976944728940725,0.9398545026779175,,
,,,,480000,,290,300.2926995813847,0.2,0.004370158,-0.0015770604884892236,0.0430908203125,0.0003,1.0782580375671387,407.5610656738281,-2.9831898186355827,0.8568549156188965,324.9,610.3091430664062
426.31085205078125,351.73,1299,30,491520,378,,,,,,,,,,,,,
408.5758056640625,352.07,1301,31,507904,390,300,299.6807836174965,0.2,0.005424482,-0.0021808676723594545,0.05177001953125,0.0003,1.066510558128357,195.81077575683594,-2.978769351541996,0.8551230430603027,,
413.0614929199219,346.69,1304,32,524288,401,310,74.39849845916032,0.2,0.004151133,-0.0010985873828758485,0.062255859375,0.0003,1.0582798719406128,3.9533982276916504,-2.9539775401353836,0.9542362689971924,,
428.57598876953125,347.05,1306,33,540672,413,320,378.79168628305194,0.2,0.0034003258,-0.0013952604414953385,0.03212890625,0.0003,1.0595264434814453,356.2085266113281,-2.9524345610290768,0.811670184135437,,
461.239501953125,348.66,1309,34,557056,425,330,332.752295216918,0.2,0.0048227245,-0.001901558339886833,0.0541259765625,0.0003,1.0569672584533691,152.10850524902344,-2.948181166872382,0.8164622783660889,,
,,,,560000,,340,634.9641946077347,0.2,0.0058391,-0.0016164323016710114,0.040380859375,0.0003,1.0584447383880615,122.55130767822266,-2.9486627150326967,0.6224913597106934,315.1,599.3319702148438
452.5643310546875,337.73,1299,35,573440,441,,,,,,,,,,,,,
445.31756591796875,336.52,1301,36,589824,453,350,450.18385393023493,0.2,0.007792516,-0.002037696179104387,0.081243896484375,0.0003,1.047507882118225,168.9030303955078,-2.9360300157219172,0.7249922752380371,,
427.52703857421875,344.16,1303,37,606208,464,360,439.66318665146827,0.2,0.00646953,-0.001957329091601423,0.08388671875,0.0003,1.0524742603302002,100.76590728759766,-2.9385212626308204,0.7210586071014404,,
443.29461669921875,347.68,1306,38,622592,476,370,232.20685412585735,0.2,0.006100826,-0.002989457149669761,0.072772216796875,0.0003,1.0456708669662476,312.2247314453125,-2.934651619195938,0.8408042192459106,,
464.45391845703125,347.26,1309,39,638976,488,380,576.2574449896813,0.2,0.010639211,-0.0019943916515330782,0.063238525390625,0.0003,1.041818618774414,283.28485107421875,-2.9183400224894287,0.6311470866203308,,
,,,,640000,,390,449.3154681742191,0.2,0.0049388707,-0.002080006048709038,0.043115234375,0.0003,1.0401802062988281,59.840972900390625,-2.9165362127125265,0.7176206111907959,333.4,639.3720703125
484.3157043457031,345.11,1301,40,655360,503,,,,,,,,,,,,,
519.182373046875,337.31,1304,41,671744,514,400,816.5023233413697,0.2,0.004381179,-0.0014101490764005576,0.028411865234375,0.0003,1.0408976078033447,193.19363403320312,-2.9203057613223793,0.4474784731864929,,
514.4317626953125,338.65,1306,42,688128,526,410,835.1857806682586,0.2,0.003010768,-0.002221277325588744,0.056903076171875,0.0003,1.0362223386764526,419.42425537109375,-2.9096655406057836,0.38060182332992554,,
502.7257385253906,341.33,1308,43,704512,538,420,682.2144634485245,0.2,0.0050043585,-0.0025158138381812024,0.0681884765625,0.0003,1.0436303615570068,122.7955322265625,-2.916802749782801,0.49105095863342285,,
,,,,720000,,430,776.7635809183121,0.2,0.008204717,-0.0019086258824245305,0.0673583984375,0.0003,1.0376853942871094,280.83282470703125,-2.9142963770776986,0.383958101272583,334.95,638.5513916015625
524.149169921875,348.64,1300,44,720896,554,,,,,,,,,,,,,
535.597900390625,342.22,1301,45,737280,566,440,730.5771323442459,0.2,0.0037361598,-0.0012922774385515368,0.020391845703125,0.0003,1.0279654264450073,537.419921875,-2.8981075193732977,0.4238850474357605,,
520.8292846679688,334.08,1302,46,753664,578,450,848.2212866783142,0.2,0.0055113547,-0.0027571903046919033,0.040606689453125,0.0003,1.0220096111297607,430.1554870605469,-2.8852437283843755,0.31134986877441406,,
540.9093017578125,332.12,1303,47,770048,590,460,764.4146945476532,0.2,0.0031788815,-0.0011090221407357604,0.042633056640625,0.0003,1.0292118787765503,244.75601196289062,-2.8823496706783773,0.40977388620376587,,
577.1478881835938,340.77,1305,48,786432,602,470,835.7141763210296,0.2,0.006330615,-0.002118337221327238,0.06356201171875,0.0003,1.0391056537628174,486.9814758300781,-2.904449803382158,0.2845348119735718,,
,,,,800000,,480,891.8495335578918,0.2,0.0030054157,-0.0019543577855074545,0.047662353515625,0.0003,1.0444190502166748,536.8934936523438,-2.921935261040926,0.2734715938568115,312.6,708.086669921875
578.6035766601562,350.41,1298,49,802816,618,,,,,,,,,,,,,
560.093017578125,353.71,1300,50,819200,629,490,760.9309589862823,0.2,0.0060642324,-0.0014185159983753693,0.045330810546875,0.0003,1.046100378036499,325.6597595214844,-2.9211479339748623,0.3486288785934448,,
548.771240234375,336.29,1302,51,835584,641,500,774.7492453336715,0.2,0.005053599,-0.0012693537275481504,0.0433837890625,0.0003,1.0461540222167969,196.51925659179688,-2.9262693390250205,0.3528568148612976,,
569.3941650390625,338.55,1305,52,851968,652,510,911.6030427455902,0.2,0.0027316585,-0.001706131601895322,0.03031005859375,0.0003,1.0449120998382568,627.1543579101562,-2.924023935943842,0.26158714294433594,,
597.83349609375,343.32,1307,53,868352,664,520,826.3022084712982,0.2,0.004075151,-0.0011763367045205086,0.049444580078125,0.0003,1.0398638248443604,422.8916015625,-2.9184709552675487,0.2372826337814331,,
,,,,880000,,530,851.724882555008,0.2,0.0060540307,-0.0012723498526611365,0.065447998046875,0.0003,1.0343600511550903,252.53318786621094,-2.9121676594018937,0.18497037887573242,312.35,628.2398681640625
565.9011840820312,326.2,1301,54,884736,679,,,,,,,,,,,,,
540.6649169921875,327.53,1303,55,901120,691,540,914.2676207780838,0.2,0.00432986,-0.0018960955385409761,0.049627685546875,0.0003,1.0301836729049683,389.1598205566406,-2.8992761820554733,0.2731782793998718,,
590.0647583007812,335.49,1305,56,917504,703,550,780.2364256858825,0.2,0.0042723855,-0.0009722208320454229,0.047747802734375,0.0003,1.0397590398788452,273.72314453125,-2.9076600939035417,0.31202107667922974,,
596.8853149414062,334.83,1305,57,933888,715,560,849.5279254436493,0.2,0.002973976,-0.001127216242457507,0.024237060546875,0.0003,1.038428544998169,142.531005859375,-2.9126554537564515,0.15261417627334595,,
587.1832885742188,340.6,1307,58,950272,726,570,850.3813627243042,0.2,0.003785827,-0.0023017754096144928,0.044903564453125,0.0003,1.0415520668029785,311.69708251953125,-2.917007941380143,0.27679550647735596,,
,,,,960000,,580,783.0357132673264,0.2,0.005062783,-0.0020070348393346647,0.051904296875,0.0003,1.0456831455230713,535.8566284179688,-2.9243835687637327,0.2726321816444397,351.75,673.2011108398438
598.9840087890625,335.25,1299,59,966656,743,,,,,,,,,,,,,
606.568115234375,335.05,1295,60,983040,758,590,836.3102957725525,0.2,0.0044202562,-0.0026655726731405595,0.04598388671875,0.0003,1.042183518409729,161.5592041015625,-2.9221583023667335,0.23948955535888672,,
634.8242797851562,344.48,1287,61,999424,776,600,731.719615316391,0.2,0.00464566,-0.0018470286289812067,0.03170166015625,0.0003,1.0441875457763672,547.427978515625,-2.918742524087429,0.3530534505844116,,
645.72998046875,348.3,1273,62,1015808,797,610,695.1438875198364,0.2,0.0053322082,-0.0020472066942602398,0.04981689453125,0.0003,1.059666395187378,198.67044067382812,-2.939659669622779,0.31672078371047974,,
639.7417602539062,346.18,1274,63,1032192,810,620,724.6253188133239,0.2,0.0058693723,-0.002697736763730063,0.048919677734375,0.0003,1.0541107654571533,496.53497314453125,-2.9450219236314297,0.34569185972213745,,
,,,,1040000,,630,657.9970090389252,0.2,0.009093714,-0.000686629414849449,0.0459716796875,0.0003,1.0532069206237793,521.713623046875,-2.9436724700033663,0.3899575471878052,345.75,719.6292724609375
631.327880859375,341.08,1266,64,1048576,827,,,,,,,,,,,,,
618.1563110351562,344.39,1265,65,1064960,841,640,751.047831583023,0.2,0.0031170181,-0.001352134228000068,0.019561767578125,0.0003,1.0539838075637817,477.0045471191406,-2.943064544349909,0.3882228136062622,,
630.000244140625,344.91,1264,66,1081344,854,650,656.5828101634979,0.2,0.004631609,-0.0010434048956085463,0.0398193359375,0.0003,1.0395959615707397,379.5281982421875,-2.9274605229496955,0.3876616358757019,,
639.6775512695312,335.53,1262,67,1097728,869,660,679.4263814687729,0.2,0.0035386374,-0.0014926439223927445,0.032159423828125,0.0003,1.0336365699768066,218.32528686523438,-2.907275189459324,0.4538145065307617,,
669.0238037109375,345.45,1257,68,1114112,885,670,615.2047493219376,0.2,0.00260627,-0.001722149280612939,0.0358642578125,0.0003,1.021718978881836,135.72415161132812,-2.887507480755448,0.5033825635910034,,
,,,,1120000,,680,519.3077101409435,0.2,0.0044024065,-0.0021691106929210948,0.041375732421875,0.0003,1.0185225009918213,452.2354736328125,-2.8730701208114624,0.587054431438446,319.05,726.3143310546875
658.3515625,348.54,1247,69,1130496,905,,,,,,,,,,,,,
670.4868774414062,344.95,1246,70,1146880,919,690,667.7297019720078,0.2,0.0035278085,-0.0018782042316161096,0.046026611328125,0.0003,1.0158848762512207,299.671875,-2.868282839655876,0.4987637996673584,,
675.2298583984375,343.82,1248,71,1163264,932,700,403.61827820539474,0.2,0.0028169365,-0.0013133845444826876,0.03494873046875,0.0003,1.0194236040115356,209.58242797851562,-2.8721254520118236,0.6585497856140137,,
630.4872436523438,339.15,1248,72,1179648,944,710,596.182658982277,0.2,0.0021361853,-0.00210468283330556,0.03226318359375,0.0003,1.0235573053359985,304.80743408203125,-2.876053164899349,0.5980242490768433,,
637.4754028320312,341.45,1250,73,1196032,956,720,652.3623535871506,0.2,0.0037829184,-0.0020114534720050868,0.02816162109375,0.0003,1.0297565460205078,325.9798889160156,-2.88349095992744,0.5515679121017456,,
,,,,1200000,,730,589.3890928506851,0.2,0.005882447,-0.0025396003922651287,0.034649658203125,0.0003,1.041752576828003,367.9022521972656,-2.900542065128684,0.5729266405105591,335.9,749.2969970703125
640.7413940429688,332.11,1244,74,1212416,973,,,,,,,,,,,,,
670.0995483398438,336.5,1246,75,1228800,985,740,586.1096885442734,0.2,0.0048991498,-0.0015413736742630134,0.04744873046875,0.0003,1.044756293296814,548.3300170898438,-2.91630645878613,0.584177553653717,,
691.5433349609375,336.68,1247,76,1245184,998,750,412.53712785840037,0.2,0.0055811284,-0.0015611913357133744,0.0592041015625,0.0003,1.0347422361373901,126.34909057617188,-2.9118427757173775,0.6660729646682739,,
706.988037109375,345.84,1247,77,1261568,1011,760,381.85361542999743,0.2,0.003744113,-0.0022229984671866985,0.053033447265625,0.0003,1.0128843784332275,165.43028259277344,-2.8759765956550836,0.7382574081420898,,
718.2274780273438,353.52,1247,78,1277952,1024,770,322.14351162314415,0.2,0.0056962725,-0.0020599213101377247,0.046282958984375,0.0003,1.0180460214614868,112.54924011230469,-2.867900125682354,0.7816522121429443,,
,,,,1280000,,780,337.95730271339414,0.2,0.0051025148,-0.00122046886717726,0.072613525390625,0.0003,1.0225592851638794,141.51675415039062,-2.873491681739688,0.7942559719085693,344.95,761.28173828125
692.5155639648438,338.45,1240,79,1294336,1043,,,,,,,,,,,,,
679.9769287109375,329.79,1239,80,1310720,1057,790,425.1099179148674,0.2,0.0033788607,-0.0025800497183809056,0.035699462890625,0.0003,1.0369112491607666,193.50657653808594,-2.8911826588213443,0.7469483613967896,,
694.798095703125,353.76,1238,81,1327104,1071,800,398.86691745519636,0.2,0.0047173593,-0.0014919153847586131,0.051715087890625,0.0003,1.0535377264022827,97.44280242919922,-2.922010401263833,0.7908937335014343,,
701.573486328125,356.68,1238,82,1343488,1084,810,443.11774423122404,0.2,0.004874193,-0.0018642062481376343,0.038330078125,0.0003,1.0522154569625854,239.90341186523438,-2.936502929776907,0.70302414894104,,
678.7841186523438,336.51,1237,83,1359872,1098,820,424.97291046977045,0.2,0.0036333115,-0.002778198727173731,0.04625244140625,0.0003,1.046776294708252,118.77771759033203,-2.9312303990125654,0.7484945058822632,,
,,,,1360000,,830,567.4589022994041,0.2,0.004308125,-0.0024091495561151532,0.03509521484375,0.0003,1.0482903718948364,359.7884216308594,-2.9247351795434953,0.6761641502380371,340.6,756.6268920898438
657.818359375,332.19,1231,84,1376256,1117,,,,,,,,,,,,,
671.826904296875,344.08,1230,85,1392640,1131,840,468.36549669504166,0.2,0.0032476943,-0.0030291330403997563,0.03941650390625,0.0003,1.044777512550354,216.80645751953125,-2.9235917147248984,0.7071514129638672,,
698.8925170898438,345.65,1230,86,1409024,1145,850,487.8199743747711,0.2,0.0041140444,-0.00012555980938486755,0.0527099609375,0.0003,1.0527509450912476,451.449951171875,-2.932264577969909,0.6952279806137085,,
699.3717041015625,339.58,1230,87,1425408,1158,860,252.1936042636633,0.2,0.008494422,-0.0017449004437366967,0.05810546875,0.0003,1.0502535104751587,223.00921630859375,-2.9368866559118034,0.7873386144638062,,
,,,,1440000,,870,414.4416704833508,0.2,0.007211323,-0.0018242394620756387,0.065826416015625,0.0003,1.0636192560195923,344.5664367675781,-2.943782315403223,0.758152961730957,332.3,741.8394165039062
690.2457275390625,338.96,1223,88,1441792,1178,,,,,,,,,,,,,
686.5692749023438,329.59,1223,89,1458176,1191,880,377.6363130152225,0.2,0.011208401,-0.0008881490259227576,0.0737060546875,0.0003,1.0630460977554321,88.62692260742188,-2.955495383962989,0.7732807397842407,,
690.8057250976562,331.05,1223,90,1474560,1205,890,331.4440129160881,0.2,0.005715921,-0.0018566200342320371,0.054400634765625,0.0003,1.075364112854004,130.09402465820312,-2.968817137181759,0.8095789551734924,,
693.9087524414062,334.09,1222,91,1490944,1219,900,312.60770249664785,0.2,0.008055078,-0.0010589182267722208,0.080706787109375,0.0003,1.0681984424591064,366.1210632324219,-2.96734014749527,0.8091595768928528,,
696.2933349609375,338.35,1222,92,1507328,1233,910,336.4830624759197,0.2,0.0072179073,-0.0006634090474108234,0.054742431640625,0.0003,1.0723375082015991,137.07911682128906,-2.968835874646902,0.7828089594841003,,
,,,,1520000,,920,321.88275978267194,0.2,0.004204138,-0.0014107412993325853,0.04072265625,0.0003,1.0782779455184937,190.24844360351562,-2.9799379613250494,0.7950702905654907,322.95,733.9114990234375
720.5469360351562,347.72,1217,93,1523712,1251,,,,,,,,,,,,,
716.349609375,341.55,1217,94,1540096,1265,930,157.08628973811864,0.2,0.004979478,9.749207019922323e-05,0.099951171875,0.0003,1.081054449081421,38.09608840942383,-2.9864267911762,0.8799218535423279,,
692.8297729492188,334.28,1217,95,1556480,1278,940,314.0711808681488,0.2,0.005455586,-0.000825416289808345,0.04876708984375,0.0003,1.090876579284668,202.5545654296875,-2.994628178700805,0.8340066075325012,,
667.6543579101562,322.19,1216,96,1572864,1292,950,332.3629521429539,0.2,0.005777771,-0.0015341737795097287,0.029058837890625,0.0003,1.103116512298584,194.14129638671875,-3.018618981912732,0.820783793926239,,
694.3267211914062,332.82,1216,97,1589248,1306,960,391.88730983138083,0.2,0.004283253,-0.0013633539150760044,0.038494873046875,0.0003,1.1000797748565674,47.66656494140625,-3.0232557974755765,0.781089723110199,,
,,,,1600000,,970,157.28949210643768,0.2,0.0056036543,-0.0004514365500654094,0.078021240234375,0.0003,1.1007381677627563,8.599812507629395,-3.0199621066451074,0.8684388399124146,327.5,733.6327514648438
721.3318481445312,347.4,1212,98,1605632,1324,,,,,,,,,,,,,
722.344482421875,340.62,1212,99,1622016,1337,980,275.5617735296488,0.2,0.006879267,-0.0017677947027550545,0.064508056640625,0.0003,1.112001895904541,67.58502960205078,-3.026629067212343,0.8449846506118774,,
720.0014038085938,343.44,1212,100,1638400,1351,990,76.91976557411253,0.2,0.013883984,0.0008972238094429486,0.105926513671875,0.0003,1.1117932796478271,8.563348770141602,-3.037822001427412,0.9511620402336121,,
696.1072387695312,341.98,1211,101,1654784,1365,1000,327.64560392796994,0.2,0.0029017343,-0.0027557469824387227,0.03363037109375,0.0003,1.1170504093170166,76.84748077392578,-3.045332383736968,0.8283812999725342,,
692.3175048828125,336.94,1211,102,1671168,1378,1010,356.5954938173294,0.2,0.0036479635,-0.0014242753448343137,0.0279052734375,0.0003,1.1171319484710693,148.88853454589844,-3.048886089771986,0.7967070937156677,,
,,,,1680000,,1020,337.0929824233055,0.2,0.0020804652,-0.0014302796462288825,0.0321533203125,0.0003,1.1154587268829346,128.3884735107422,-3.0430573914200068,0.7963468432426453,318.85,728.7140502929688
705.4454956054688,338.55,1207,103,1687552,1397,,,,,,,,,,,,,
715.0720825195312,343.88,1207,104,1703936,1411,1030,223.90401103645564,0.2,0.005024352,-0.001358876677477383,0.071954345703125,0.0003,1.115078330039978,16.753761291503906,-3.039546076580882,0.8716895580291748,,
715.1085205078125,342.16,1207,105,1720320,1424,1040,302.7667796611786,0.2,0.005719085,-0.0017037943071045447,0.050897216796875,0.0003,1.1203844547271729,339.0149841308594,-3.0461787655949593,0.8307442665100098,,
705.3084106445312,336.68,1207,106,1736704,1438,1050,226.20387026667595,0.2,0.005730458,-0.001120249301675358,0.072161865234375,0.0003,1.1293840408325195,40.837764739990234,-3.0622876960784198,0.8788414597511292,,
705.3473510742188,335.1,1207,107,1753088,1452,1060,322.44311348497865,0.2,0.005289259,-0.00036247324824216775,0.059222412109375,0.0003,1.131117820739746,43.81869125366211,-3.065094443038106,0.8241376876831055,,
,,,,1760000,,1070,195.16833013594152,0.2,0.011009287,-0.0006629885305301286,0.068109130859375,0.0003,1.1391178369522095,133.72573852539062,-3.0778571017086507,0.8846821188926697,329.35,747.8374633789062
709.559814453125,335.32,1203,108,1769472,1470,,,,,,,,,,,,,
701.18115234375,328.25,1203,109,1785856,1484,1080,270.2053027719259,0.2,0.0053374814,-0.001614089831855381,0.05487060546875,0.0003,1.1362395286560059,57.16435241699219,-3.082606045156717,0.8417305946350098,,
716.392822265625,334.89,1202,110,1802240,1498,1090,225.7849776342511,0.2,0.011538405,-0.000282920474819548,0.079638671875,0.0003,1.1424601078033447,86.53813171386719,-3.0850314401090144,0.8827247023582458,,
715.9718627929688,341.8,1202,111,1818624,1511,1100,192.87045799195766,0.2,0.0073590246,-9.656294059823267e-05,0.091754150390625,0.0003,1.1400139331817627,18.669477462768555,-3.0857438508421184,0.899194061756134,,
693.6160888671875,330.6,1202,112,1835008,1525,1110,272.6412059366703,0.2,0.007024157,-0.0007151069312385516,0.06192626953125,0.0003,1.1247849464416504,260.3473205566406,-3.0717680901288986,0.8494234085083008,,
,,,,1840000,,1120,344.7517636954784,0.2,0.0032930668,-0.0010638956679031252,0.0483154296875,0.0003,1.1328608989715576,180.67605590820312,-3.0588075183331966,0.815619945526123,346.55,764.2897338867188
696.5452270507812,323.85,1198,113,1851392,1544,,,,,,,,,,,,,
706.9710693359375,333.67,1198,114,1867776,1558,1130,206.18129537701606,0.2,0.005351913,-0.0010710434013162739,0.06610107421875,0.0003,1.1350160837173462,65.9692153930664,-3.069906398653984,0.8736306428909302,,
713.75634765625,336.61,1198,115,1884160,1572,1140,282.86553868949414,0.2,0.0036099209,-0.0007787818009092007,0.06005859375,0.0003,1.1309010982513428,73.54285430908203,-3.065079626441002,0.826691210269928,,
728.5842895507812,332.98,1198,116,1900544,1585,1150,124.80200506597757,0.2,0.009388391,-0.0010318235519662267,0.07935791015625,0.0003,1.1297824382781982,13.170095443725586,-3.0646566513925793,0.8661626577377319,,
729.3250122070312,333.37,1198,117,1916928,1599,1160,118.79811851456762,0.2,0.00353709,-0.0018117431493010372,0.07607421875,0.0003,1.1259901523590088,20.234670639038086,-3.058855715766549,0.930221676826477,,
,,,,1920000,,1170,127.03176581934095,0.2,0.004377641,-0.00014415374207601416,0.07371826171875,0.0003,1.1266415119171143,65.55900573730469,-3.0569677729159594,0.9308534264564514,303.45,715.7755126953125
713.7794799804688,330.36,1194,118,1933312,1618,,,,,,,,,,,,,
708.2081909179688,333.34,1194,119,1949696,1632,1180,220.72248269915582,0.2,0.006366935,-0.0002806096556014381,0.04041748046875,0.0003,1.129555344581604,303.25360107421875,-3.056558870524168,0.8850909471511841,,
709.5761108398438,331.67,1194,120,1966080,1645,1190,311.828258690238,0.2,0.0038269314,-0.0014542973178322427,0.038677978515625,0.0003,1.1388498544692993,98.98915100097656,-3.0702927678823473,0.8341143131256104,,
714.1278686523438,333.23,1194,121,1982464,1659,1200,192.12355317026376,0.2,0.005166458,-0.0011203693349671085,0.06282958984375,0.0003,1.1419872045516968,24.238004684448242,-3.077606724575162,0.899520218372345,,
698.277099609375,332.31,1194,122,1998848,1672,1210,255.12791831493377,0.2,0.00830609,-0.0014277853100793437,0.076031494140625,0.0003,1.146388053894043,136.328857421875,-3.0851983837783337,0.8536526560783386,,
,,,,2000000,,1220,339.21602385342123,0.2,0.0030047733,-0.0012726577288049157,0.034832763671875,0.0003,1.1481943130493164,133.70680236816406,-3.0864897187799216,0.8198791742324829,332.55,748.1615600585938
694.6621704101562,329.99,1191,123,2015232,1691,,,,,,,,,,,,,
