N,tau,maneuver,max_g,png_hit_rate,ppo_hit_rate,png_miss_mean,ppo_miss_mean
2.5,0.05,none,-,100.0,100.0,0.0,0.0
2.5,0.05,step,3,100.0,100.0,0.0,0.0
2.5,0.05,step,5,100.0,100.0,0.0,0.0
2.5,0.05,step,7,84.0,100.0,0.087,0.0
2.5,0.05,step,10,78.0,100.0,0.238,0.0
2.5,0.05,step,12,64.0,100.0,0.406,0.0
2.5,0.05,step,15,22.0,100.0,1.246,0.0
2.5,0.05,step,18,12.0,90.0,1.572,0.059
2.5,0.05,step,20,4.0,66.0,2.569,0.408
2.5,0.05,sine,3,100.0,100.0,0.0,0.0
2.5,0.05,sine,5,100.0,100.0,0.0,0.0
2.5,0.05,sine,7,98.0,94.0,0.01,0.038
2.5,0.05,sine,10,76.0,74.0,0.148,0.232
2.5,0.05,sine,12,58.0,60.0,0.289,0.459
2.5,0.05,sine,15,44.0,40.0,0.489,0.921
2.5,0.05,sine,18,36.0,28.0,0.681,1.455
2.5,0.05,sine,20,32.0,24.0,0.802,1.819
2.5,0.1,none,-,100.0,100.0,0.0,0.0
2.5,0.1,step,3,100.0,100.0,0.0,0.0
2.5,0.1,step,5,70.0,100.0,0.253,0.0
2.5,0.1,step,7,42.0,100.0,0.727,0.0
2.5,0.1,step,10,24.0,100.0,1.274,0.0
2.5,0.1,step,12,16.0,100.0,1.902,0.0
2.5,0.1,step,15,4.0,100.0,3.432,0.0
2.5,0.1,step,18,4.0,90.0,4.003,0.059
2.5,0.1,step,20,2.0,66.0,5.942,0.408
2.5,0.1,sine,3,100.0,100.0,0.0,0.0
2.5,0.1,sine,5,78.0,100.0,0.145,0.0
2.5,0.1,sine,7,44.0,94.0,0.438,0.038
2.5,0.1,sine,10,30.0,74.0,0.786,0.232
2.5,0.1,sine,12,22.0,60.0,1.01,0.459
2.5,0.1,sine,15,16.0,40.0,1.333,0.921
2.5,0.1,sine,18,20.0,28.0,1.58,1.455
2.5,0.1,sine,20,18.0,24.0,1.716,1.819
2.5,0.15,none,-,100.0,100.0,0.0,0.0
2.5,0.15,step,3,100.0,100.0,0.0,0.0
2.5,0.15,step,5,48.0,100.0,0.691,0.0
2.5,0.15,step,7,20.0,100.0,1.731,0.0
2.5,0.15,step,10,4.0,100.0,3.019,0.0
2.5,0.15,step,12,6.0,100.0,4.124,0.0
2.5,0.15,step,15,4.0,100.0,5.637,0.0
2.5,0.15,step,18,2.0,90.0,6.801,0.059
2.5,0.15,step,20,0.0,66.0,9.192,0.408
2.5,0.15,sine,3,86.0,100.0,0.09,0.0
2.5,0.15,sine,5,54.0,100.0,0.411,0.0
2.5,0.15,sine,7,38.0,94.0,0.726,0.038
2.5,0.15,sine,10,20.0,74.0,1.255,0.232
2.5,0.15,sine,12,16.0,60.0,1.539,0.459
2.5,0.15,sine,15,16.0,40.0,1.856,0.921
2.5,0.15,sine,18,14.0,28.0,2.188,1.455
2.5,0.15,sine,20,10.0,24.0,2.368,1.819
2.5,0.2,none,-,100.0,100.0,0.0,0.0
2.5,0.2,step,3,90.0,100.0,0.058,0.0
2.5,0.2,step,5,32.0,100.0,1.338,0.0
2.5,0.2,step,7,10.0,100.0,3.045,0.0
2.5,0.2,step,10,2.0,100.0,5.223,0.0
2.5,0.2,step,12,4.0,100.0,6.535,0.0
2.5,0.2,step,15,2.0,100.0,7.99,0.0
2.5,0.2,step,18,4.0,90.0,9.803,0.059
2.5,0.2,step,20,0.0,66.0,10.999,0.408
2.5,0.2,sine,3,70.0,100.0,0.217,0.0
2.5,0.2,sine,5,48.0,100.0,0.548,0.0
2.5,0.2,sine,7,30.0,94.0,0.925,0.038
2.5,0.2,sine,10,18.0,74.0,1.49,0.232
2.5,0.2,sine,12,12.0,60.0,1.858,0.459
2.5,0.2,sine,15,6.0,40.0,2.297,0.921
2.5,0.2,sine,18,8.0,28.0,2.507,1.455
2.5,0.2,sine,20,10.0,24.0,2.671,1.819
2.5,0.3,none,-,100.0,100.0,0.0,0.0
2.5,0.3,step,3,50.0,100.0,0.495,0.0
2.5,0.3,step,5,26.0,100.0,2.815,0.0
2.5,0.3,step,7,4.0,100.0,6.227,0.0
2.5,0.3,step,10,4.0,100.0,9.811,0.0
2.5,0.3,step,12,0.0,100.0,10.328,0.0
2.5,0.3,step,15,0.0,100.0,11.602,0.0
2.5,0.3,step,18,0.0,90.0,13.929,0.059
2.5,0.3,step,20,0.0,66.0,12.09,0.408
2.5,0.3,sine,3,60.0,100.0,0.341,0.0
2.5,0.3,sine,5,46.0,100.0,0.702,0.0
2.5,0.3,sine,7,30.0,94.0,1.119,0.038
2.5,0.3,sine,10,18.0,74.0,1.723,0.232
2.5,0.3,sine,12,16.0,60.0,2.115,0.459
2.5,0.3,sine,15,12.0,40.0,2.649,0.921
2.5,0.3,sine,18,12.0,28.0,2.866,1.455
2.5,0.3,sine,20,6.0,24.0,3.014,1.819
2.5,0.4,none,-,100.0,100.0,0.0,0.0
2.5,0.4,step,3,28.0,100.0,1.378,0.0
2.5,0.4,step,5,20.0,100.0,4.365,0.0
2.5,0.4,step,7,6.0,100.0,9.377,0.0
2.5,0.4,step,10,4.0,100.0,13.801,0.0
2.5,0.4,step,12,8.0,100.0,12.925,0.0
2.5,0.4,step,15,0.0,100.0,13.775,0.0
2.5,0.4,step,18,2.0,90.0,15.165,0.059
2.5,0.4,step,20,0.0,66.0,11.994,0.408
2.5,0.4,sine,3,62.0,100.0,0.355,0.0
2.5,0.4,sine,5,40.0,100.0,0.764,0.0
2.5,0.4,sine,7,32.0,94.0,1.155,0.038
2.5,0.4,sine,10,18.0,74.0,1.78,0.232
2.5,0.4,sine,12,14.0,60.0,2.164,0.459
2.5,0.4,sine,15,12.0,40.0,2.735,0.921
2.5,0.4,sine,18,8.0,28.0,3.079,1.455
2.5,0.4,sine,20,10.0,24.0,3.135,1.819
2.5,0.5,none,-,100.0,100.0,0.0,0.0
2.5,0.5,step,3,16.0,100.0,2.734,0.0
2.5,0.5,step,5,12.0,100.0,6.205,0.0
2.5,0.5,step,7,2.0,100.0,11.929,0.0
2.5,0.5,step,10,0.0,100.0,16.737,0.0
2.5,0.5,step,12,0.0,100.0,15.366,0.0
2.5,0.5,step,15,0.0,100.0,14.899,0.0
2.5,0.5,step,18,0.0,90.0,15.465,0.059
2.5,0.5,step,20,2.0,66.0,11.545,0.408
2.5,0.5,sine,3,68.0,100.0,0.335,0.0
2.5,0.5,sine,5,48.0,100.0,0.713,0.0
2.5,0.5,sine,7,32.0,94.0,1.114,0.038
2.5,0.5,sine,10,28.0,74.0,1.669,0.232
2.5,0.5,sine,12,18.0,60.0,2.066,0.459
2.5,0.5,sine,15,14.0,40.0,2.659,0.921
2.5,0.5,sine,18,8.0,28.0,3.081,1.455
2.5,0.5,sine,20,8.0,24.0,3.185,1.819
2.5,0.7,none,-,88.0,100.0,0.08,0.0
2.5,0.7,step,3,2.0,100.0,6.744,0.0
2.5,0.7,step,5,0.0,100.0,11.972,0.0
2.5,0.7,step,7,0.0,100.0,15.079,0.0
2.5,0.7,step,10,4.0,100.0,18.8,0.0
2.5,0.7,step,12,0.0,100.0,17.722,0.0
2.5,0.7,step,15,2.0,100.0,15.937,0.0
2.5,0.7,step,18,0.0,90.0,14.834,0.059
2.5,0.7,step,20,6.0,66.0,10.788,0.408
2.5,0.7,sine,3,54.0,100.0,0.444,0.0
2.5,0.7,sine,5,52.0,100.0,0.718,0.0
2.5,0.7,sine,7,38.0,94.0,1.065,0.038
2.5,0.7,sine,10,26.0,74.0,1.549,0.232
2.5,0.7,sine,12,26.0,60.0,1.855,0.459
2.5,0.7,sine,15,16.0,40.0,2.402,0.921
2.5,0.7,sine,18,6.0,28.0,2.906,1.455
2.5,0.7,sine,20,4.0,24.0,3.125,1.819
3.0,0.05,none,-,100.0,100.0,0.0,0.0
3.0,0.05,step,3,100.0,100.0,0.0,0.0
3.0,0.05,step,5,100.0,100.0,0.0,0.0
3.0,0.05,step,7,100.0,100.0,0.0,0.0
3.0,0.05,step,10,100.0,100.0,0.0,0.0
3.0,0.05,step,12,80.0,100.0,0.147,0.0
3.0,0.05,step,15,56.0,100.0,0.565,0.0
3.0,0.05,step,18,24.0,90.0,0.965,0.059
3.0,0.05,step,20,12.0,66.0,1.815,0.408
3.0,0.05,sine,3,100.0,100.0,0.0,0.0
3.0,0.05,sine,5,100.0,100.0,0.0,0.0
3.0,0.05,sine,7,100.0,94.0,0.0,0.038
3.0,0.05,sine,10,90.0,74.0,0.057,0.232
3.0,0.05,sine,12,72.0,60.0,0.18,0.459
3.0,0.05,sine,15,54.0,40.0,0.379,0.921
3.0,0.05,sine,18,44.0,28.0,0.593,1.455
3.0,0.05,sine,20,38.0,24.0,0.743,1.819
3.0,0.1,none,-,100.0,100.0,0.0,0.0
3.0,0.1,step,3,100.0,100.0,0.0,0.0
3.0,0.1,step,5,100.0,100.0,0.0,0.0
3.0,0.1,step,7,70.0,100.0,0.192,0.0
3.0,0.1,step,10,46.0,100.0,0.612,0.0
3.0,0.1,step,12,34.0,100.0,1.077,0.0
3.0,0.1,step,15,2.0,100.0,2.912,0.0
3.0,0.1,step,18,2.0,90.0,3.874,0.059
3.0,0.1,step,20,4.0,66.0,5.716,0.408
3.0,0.1,sine,3,100.0,100.0,0.0,0.0
3.0,0.1,sine,5,90.0,100.0,0.06,0.0
3.0,0.1,sine,7,46.0,94.0,0.365,0.038
3.0,0.1,sine,10,32.0,74.0,0.719,0.232
3.0,0.1,sine,12,26.0,60.0,0.958,0.459
3.0,0.1,sine,15,14.0,40.0,1.377,0.921
3.0,0.1,sine,18,8.0,28.0,1.725,1.455
3.0,0.1,sine,20,12.0,24.0,1.911,1.819
3.0,0.15,none,-,100.0,100.0,0.0,0.0
3.0,0.15,step,3,100.0,100.0,0.0,0.0
3.0,0.15,step,5,78.0,100.0,0.167,0.0
3.0,0.15,step,7,34.0,100.0,0.85,0.0
3.0,0.15,step,10,24.0,100.0,1.917,0.0
3.0,0.15,step,12,0.0,100.0,3.284,0.0
3.0,0.15,step,15,0.0,100.0,5.773,0.0
3.0,0.15,step,18,6.0,90.0,6.71,0.059
3.0,0.15,step,20,0.0,66.0,9.907,0.408
3.0,0.15,sine,3,88.0,100.0,0.07,0.0
3.0,0.15,sine,5,56.0,100.0,0.365,0.0
3.0,0.15,sine,7,28.0,94.0,0.756,0.038
3.0,0.15,sine,10,14.0,74.0,1.314,0.232
3.0,0.15,sine,12,14.0,60.0,1.607,0.459
3.0,0.15,sine,15,20.0,40.0,1.971,0.921
3.0,0.15,sine,18,10.0,28.0,2.475,1.455
3.0,0.15,sine,20,12.0,24.0,2.671,1.819
3.0,0.2,none,-,100.0,100.0,0.0,0.0
3.0,0.2,step,3,100.0,100.0,0.0,0.0
3.0,0.2,step,5,40.0,100.0,0.636,0.0
3.0,0.2,step,7,18.0,100.0,1.952,0.0
3.0,0.2,step,10,4.0,100.0,4.073,0.0
3.0,0.2,step,12,2.0,100.0,6.255,0.0
3.0,0.2,step,15,4.0,100.0,8.369,0.0
3.0,0.2,step,18,0.0,90.0,10.612,0.059
3.0,0.2,step,20,0.0,66.0,12.811,0.408
3.0,0.2,sine,3,70.0,100.0,0.205,0.0
3.0,0.2,sine,5,52.0,100.0,0.525,0.0
3.0,0.2,sine,7,28.0,94.0,0.967,0.038
3.0,0.2,sine,10,10.0,74.0,1.628,0.232
3.0,0.2,sine,12,8.0,60.0,2.043,0.459
3.0,0.2,sine,15,10.0,40.0,2.471,0.921
3.0,0.2,sine,18,10.0,28.0,2.807,1.455
3.0,0.2,sine,20,6.0,24.0,3.081,1.819
3.0,0.3,none,-,100.0,100.0,0.0,0.0
3.0,0.3,step,3,82.0,100.0,0.13,0.0
3.0,0.3,step,5,2.0,100.0,2.237,0.0
3.0,0.3,step,7,6.0,100.0,5.293,0.0
3.0,0.3,step,10,0.0,100.0,9.72,0.0
3.0,0.3,step,12,0.0,100.0,11.735,0.0
3.0,0.3,step,15,0.0,100.0,13.238,0.0
3.0,0.3,step,18,2.0,90.0,15.784,0.059
3.0,0.3,step,20,0.0,66.0,14.327,0.408
3.0,0.3,sine,3,64.0,100.0,0.33,0.0
3.0,0.3,sine,5,40.0,100.0,0.757,0.0
3.0,0.3,sine,7,22.0,94.0,1.22,0.038
3.0,0.3,sine,10,16.0,74.0,1.893,0.232
3.0,0.3,sine,12,14.0,60.0,2.358,0.459
3.0,0.3,sine,15,10.0,40.0,2.936,0.921
3.0,0.3,sine,18,10.0,28.0,3.243,1.455
3.0,0.3,sine,20,2.0,24.0,3.415,1.819
3.0,0.4,none,-,100.0,100.0,0.0,0.0
3.0,0.4,step,3,54.0,100.0,0.49,0.0
3.0,0.4,step,5,0.0,100.0,4.33,0.0
3.0,0.4,step,7,2.0,100.0,9.432,0.0
3.0,0.4,step,10,0.0,100.0,14.746,0.0
3.0,0.4,step,12,2.0,100.0,14.902,0.0
3.0,0.4,step,15,2.0,100.0,15.75,0.0
3.0,0.4,step,18,0.0,90.0,17.854,0.059
3.0,0.4,step,20,0.0,66.0,14.294,0.408
3.0,0.4,sine,3,60.0,100.0,0.402,0.0
3.0,0.4,sine,5,44.0,100.0,0.824,0.0
3.0,0.4,sine,7,30.0,94.0,1.285,0.038
3.0,0.4,sine,10,14.0,74.0,2.012,0.232
3.0,0.4,sine,12,12.0,60.0,2.471,0.459
3.0,0.4,sine,15,12.0,40.0,3.094,0.921
3.0,0.4,sine,18,10.0,28.0,3.444,1.455
3.0,0.4,sine,20,10.0,24.0,3.504,1.819
3.0,0.5,none,-,100.0,100.0,0.0,0.0
3.0,0.5,step,3,20.0,100.0,1.267,0.0
3.0,0.5,step,5,6.0,100.0,6.313,0.0
3.0,0.5,step,7,0.0,100.0,13.212,0.0
3.0,0.5,step,10,4.0,100.0,18.389,0.0
3.0,0.5,step,12,4.0,100.0,16.984,0.0
3.0,0.5,step,15,0.0,100.0,17.08,0.0
3.0,0.5,step,18,0.0,90.0,17.998,0.059
3.0,0.5,step,20,0.0,66.0,13.751,0.408
3.0,0.5,sine,3,60.0,100.0,0.409,0.0
3.0,0.5,sine,5,40.0,100.0,0.857,0.0
3.0,0.5,sine,7,28.0,94.0,1.315,0.038
3.0,0.5,sine,10,22.0,74.0,1.983,0.232
3.0,0.5,sine,12,12.0,60.0,2.462,0.459
3.0,0.5,sine,15,10.0,40.0,3.09,0.921
3.0,0.5,sine,18,8.0,28.0,3.544,1.455
3.0,0.5,sine,20,6.0,24.0,3.628,1.819
3.0,0.7,none,-,80.0,100.0,0.162,0.0
3.0,0.7,step,3,6.0,100.0,3.95,0.0
3.0,0.7,step,5,10.0,100.0,9.544,0.0
3.0,0.7,step,7,2.0,100.0,17.795,0.0
3.0,0.7,step,10,0.0,100.0,22.009,0.0
3.0,0.7,step,12,0.0,100.0,20.25,0.0
3.0,0.7,step,15,0.0,100.0,17.992,0.0
3.0,0.7,step,18,0.0,90.0,17.168,0.059
3.0,0.7,step,20,0.0,66.0,12.699,0.408
3.0,0.7,sine,3,54.0,100.0,0.475,0.0
3.0,0.7,sine,5,42.0,100.0,0.827,0.0
3.0,0.7,sine,7,34.0,94.0,1.195,0.038
3.0,0.7,sine,10,22.0,74.0,1.806,0.232
3.0,0.7,sine,12,18.0,60.0,2.217,0.459
3.0,0.7,sine,15,14.0,40.0,2.878,0.921
3.0,0.7,sine,18,10.0,28.0,3.417,1.455
3.0,0.7,sine,20,6.0,24.0,3.603,1.819
3.5,0.05,none,-,100.0,100.0,0.0,0.0
3.5,0.05,step,3,100.0,100.0,0.0,0.0
3.5,0.05,step,5,100.0,100.0,0.0,0.0
3.5,0.05,step,7,100.0,100.0,0.0,0.0
3.5,0.05,step,10,100.0,100.0,0.0,0.0
3.5,0.05,step,12,100.0,100.0,0.0,0.0
3.5,0.05,step,15,78.0,100.0,0.176,0.0
3.5,0.05,step,18,74.0,90.0,0.367,0.059
3.5,0.05,step,20,24.0,66.0,1.128,0.408
3.5,0.05,sine,3,100.0,100.0,0.0,0.0
3.5,0.05,sine,5,100.0,100.0,0.0,0.0
3.5,0.05,sine,7,100.0,94.0,0.0,0.038
3.5,0.05,sine,10,98.0,74.0,0.011,0.232
3.5,0.05,sine,12,84.0,60.0,0.102,0.459
3.5,0.05,sine,15,62.0,40.0,0.296,0.921
3.5,0.05,sine,18,42.0,28.0,0.565,1.455
3.5,0.05,sine,20,34.0,24.0,0.718,1.819
3.5,0.1,none,-,100.0,100.0,0.0,0.0
3.5,0.1,step,3,100.0,100.0,0.0,0.0
3.5,0.1,step,5,100.0,100.0,0.0,0.0
3.5,0.1,step,7,100.0,100.0,0.0,0.0
3.5,0.1,step,10,82.0,100.0,0.133,0.0
3.5,0.1,step,12,58.0,100.0,0.508,0.0
3.5,0.1,step,15,2.0,100.0,2.11,0.0
3.5,0.1,step,18,0.0,90.0,3.335,0.059
3.5,0.1,step,20,0.0,66.0,5.231,0.408
3.5,0.1,sine,3,100.0,100.0,0.0,0.0
3.5,0.1,sine,5,94.0,100.0,0.034,0.0
3.5,0.1,sine,7,58.0,94.0,0.29,0.038
3.5,0.1,sine,10,34.0,74.0,0.672,0.232
3.5,0.1,sine,12,24.0,60.0,0.955,0.459
3.5,0.1,sine,15,12.0,40.0,1.406,0.921
3.5,0.1,sine,18,8.0,28.0,1.811,1.455
3.5,0.1,sine,20,6.0,24.0,2.098,1.819
3.5,0.15,none,-,100.0,100.0,0.0,0.0
3.5,0.15,step,3,100.0,100.0,0.0,0.0
3.5,0.15,step,5,100.0,100.0,0.0,0.0
3.5,0.15,step,7,70.0,100.0,0.199,0.0
3.5,0.15,step,10,38.0,100.0,1.08,0.0
3.5,0.15,step,12,6.0,100.0,2.255,0.0
3.5,0.15,step,15,0.0,100.0,5.482,0.0
3.5,0.15,step,18,4.0,90.0,6.957,0.059
3.5,0.15,step,20,0.0,66.0,10.262,0.408
3.5,0.15,sine,3,94.0,100.0,0.031,0.0
3.5,0.15,sine,5,56.0,100.0,0.327,0.0
3.5,0.15,sine,7,22.0,94.0,0.768,0.038
3.5,0.15,sine,10,12.0,74.0,1.332,0.232
3.5,0.15,sine,12,16.0,60.0,1.651,0.459
3.5,0.15,sine,15,8.0,40.0,2.222,0.921
3.5,0.15,sine,18,4.0,28.0,2.759,1.455
3.5,0.15,sine,20,8.0,24.0,2.948,1.819
3.5,0.2,none,-,100.0,100.0,0.0,0.0
3.5,0.2,step,3,100.0,100.0,0.0,0.0
3.5,0.2,step,5,82.0,100.0,0.102,0.0
3.5,0.2,step,7,42.0,100.0,0.818,0.0
3.5,0.2,step,10,4.0,100.0,2.976,0.0
3.5,0.2,step,12,2.0,100.0,5.379,0.0
3.5,0.2,step,15,0.0,100.0,8.724,0.0
3.5,0.2,step,18,2.0,90.0,10.953,0.059
3.5,0.2,step,20,0.0,66.0,14.298,0.408
3.5,0.2,sine,3,76.0,100.0,0.157,0.0
3.5,0.2,sine,5,44.0,100.0,0.566,0.0
3.5,0.2,sine,7,24.0,94.0,1.026,0.038
3.5,0.2,sine,10,8.0,74.0,1.776,0.232
3.5,0.2,sine,12,6.0,60.0,2.213,0.459
3.5,0.2,sine,15,10.0,40.0,2.686,0.921
3.5,0.2,sine,18,4.0,28.0,3.237,1.455
3.5,0.2,sine,20,4.0,24.0,3.521,1.819
3.5,0.3,none,-,100.0,100.0,0.0,0.0
3.5,0.3,step,3,90.0,100.0,0.06,0.0
3.5,0.3,step,5,20.0,100.0,1.117,0.0
3.5,0.3,step,7,2.0,100.0,3.84,0.0
3.5,0.3,step,10,0.0,100.0,9.203,0.0
3.5,0.3,step,12,0.0,100.0,12.507,0.0
3.5,0.3,step,15,0.0,100.0,14.651,0.0
3.5,0.3,step,18,0.0,90.0,17.677,0.059
3.5,0.3,step,20,0.0,66.0,16.455,0.408
3.5,0.3,sine,3,62.0,100.0,0.333,0.0
3.5,0.3,sine,5,46.0,100.0,0.734,0.0
3.5,0.3,sine,7,26.0,94.0,1.235,0.038
3.5,0.3,sine,10,12.0,74.0,2.061,0.232
3.5,0.3,sine,12,6.0,60.0,2.607,0.459
3.5,0.3,sine,15,6.0,40.0,3.26,0.921
3.5,0.3,sine,18,8.0,28.0,3.618,1.455
3.5,0.3,sine,20,6.0,24.0,3.771,1.819
3.5,0.4,none,-,100.0,100.0,0.0,0.0
3.5,0.4,step,3,82.0,100.0,0.195,0.0
3.5,0.4,step,5,2.0,100.0,3.138,0.0
